Law and crime,2016-10-28,Representatives in the Trump and Clinton campaigns call for Comey to reveal more information about this new investigation. 
Politics and elections,2016-10-31,"Kurt Eichenwald claims that Donald Trump and his businesses have been destroying documents, even in ongoing court cases and under subpoena, during the last decades. "
Politics and elections,2016-11-01,"Four state Democratic Parties sue the Donald Trump presidential campaign, the state Republican Parties, and ''Stop the Steal'' group founder Roger Stone for voter intimidation in the states of Ohio, Pennsylvania, Nevada, and Arizona. "
Politics and elections,2016-11-04,"The National Enquirer reportedly paid former Playboy model Karen McDougal US$150,000 for a story about an alleged affair she had with Donald Trump in 2006. The tabloid however suppressed the story. "
Business and economy,2016-11-04,Fox News apologizes to Hillary Clinton for reporting falsely of 'likely' Clinton indictment. 
Politics and elections,2016-11-05,"A false alarm leads to Republican presidential nominee Donald Trump being rushed off stage by United States Secret Service agents at a campaign rally in Reno, Nevada. A man, reportedly carrying a gun, was escorted out of the venue by security officers shortly following the incident; however, further inspection revealed no weapons on his person. The man was brandishing a ''Republicans against Trump'' sign."
Law and crime,2016-11-05,A woman who was allegedly raped by Donald Trump drops her lawsuit against the presidential candidate. 
Law and crime,2016-11-06,Federal Bureau of Investigation chief James Comey tells the United States Congress that he has found no evidence of criminality by Hillary Clinton in relation to a new batch of emails. 
Arts and culture,2016-11-06,"In an apparent rebuke against United States Republican Party presidential candidate Donald Trump, Pope Francis speaks a sermon in Spanish warning against ''fear'' and the ''walls'' that divide. "
Politics and elections,2016-11-08,Donald Trump is forecast to win the United States presidential election as a result of victories of battleground states. 
Politics and elections,2016-11-09,"Over 100,000 protest the election of Donald Trump in Chicago; Los Angeles; Oakland, California; Philadelphia; Portland, Oregon, New York City; Seattle and other major cities, reflecting a deep political divide in the United States. "
International relations,2016-11-09,"The immigration website of Canada crashes due to overflow, coinciding with the election in the United States. "
Politics and elections,2016-11-10,Anti-Trump protests continue across the United States and abroad. 
Politics and elections,2016-11-10,President-elect of the United States Donald Trump meets with President Barack Obama for the first time at the White House. 
Politics and elections,2016-11-11,"Protests and riots against president-elect Donald Trump take place in Portland, Los Angeles, New York City, and Atlanta, leading to the arrests of over 225 people. "
Politics and elections,2016-11-12,Protests against American president-elect Donald Trump continue in his hometown New York City. 
Politics and elections,2016-11-13,"President-elect of the United States Donald Trump says he plans to deport or imprison up to 3 million illegal migrants, targeting those with criminal records. "
Politics and elections,2016-11-14,"President-elect Donald Trump is seeking top secret security clearances for his children, according to CBS News. "
Politics and elections,2016-11-15,"Three Trump Place buildings on New York City's Upper West Side are each changing its name to their street addresses in response to a residents' petition, and to assume a neutral building identity, according to the landlord Equity Residential's spokesperson. "
Business and economy,2016-11-15,The global bonds sell-off continue amid uncertainty over Donald Trump as stock markets continue to rise to record levels. 
Politics and elections,2016-11-18,"Officials serving on President-elect Donald Trump's transition team reveal selections for high-level positions, including Senator Jeff Sessions for Attorney General, Mike Pompeo for Director of the CIA and Michael T. Flynn for National Security Advisor. "
Law and crime,2016-11-18,The New York Attorney General announces that Donald Trump has settled three lawsuits by former students of Trump University for $25 million. 
Politics and elections,2016-11-21,The campaign for California secession files a petition to seek signatures. 
Politics and elections,2016-11-21,"President-elect Donald Trump announces his plans for his first day in office, including quitting the Trans-Pacific Partnership "
Politics and elections,2016-11-22,Trump's aide Kellyanne Conway announces that the president-elect will not seek new charges against Hillary Clinton for possible crimes related to her email server. 
Politics and elections,2016-11-23,Former chairwoman of the Michigan Republican Party Betsy DeVos is named as United States Secretary of Education. 
Politics and elections,2016-11-24,"Former Presidential Green Party candidate Jill Stein is seeking donations for recount efforts in Michigan, Pennsylvania, and Wisconsin. "
Politics and elections,2016-11-25,Reform Party nominee Rocky de la Fuente from California and Green Party candidate Jill Stein file recount petitions in the state of Wisconsin. 
Politics and elections,2016-11-26,"The Clinton campaign announces it will participate in efforts to push for recounts by Jill Stein's campaign in Michigan, Pennsylvania and Wisconsin. "
Politics and elections,2016-11-27,"Mr. Trump claims, via Twitter, his loss of the popular vote to Hillary Clinton happened because ''millions'' of people voted illegally. "
Politics and elections,2016-11-28,"President-elect Donald Trump is declared as the winner in Michigan, causing his electoral college vote to rise to 306. Hillary Clinton's margin in the popular vote rises to over two million. "
